order_item_id,order_id,line_number,sku,quantity,unit_price,discount_amount,tax_amount,extended_amount,item_status
ITEM0005737,ORD003541,1,SKU0218,1,135.65,6.78,9.83,138.7,fulfilled
ITEM0005738,ORD003542,1,SKU0189,1,248.19,19.86,23.89,252.22,fulfilled
ITEM0005739,ORD003543,1,SKU0188,2,134.06,0.0,20.24,288.36,fulfilled
ITEM0005740,ORD003543,2,SKU0076,3,37.01,11.1,7.3,107.23,fulfilled
ITEM0005741,ORD003544,1,SKU0069,1,231.9,18.55,18.88,232.23,fulfilled
ITEM0005742,ORD003545,1,SKU0012,1,526.8,0.0,45.26,572.06,fulfilled
ITEM0005743,ORD003546,1,SKU0069,2,204.72,0.0,35.14,444.58,fulfilled
ITEM0005744,ORD003546,2,SKU0051,1,879.31,0.0,80.95,960.26,fulfilled
ITEM0005745,ORD003547,1,SKU0074,1,736.58,0.0,57.7,794.28,fulfilled
ITEM0005746,ORD003548,1,SKU0010,2,91.95,9.2,17.13,191.83,fulfilled
ITEM0005747,ORD003549,1,SKU0109,1,1141.95,114.2,98.64,1126.39,fulfilled
ITEM0005748,ORD003550,1,SKU0092,1,63.03,5.04,4.22,62.21,fulfilled
ITEM0005749,ORD003551,1,SKU0044,1,524.14,0.0,44.01,568.15,fulfilled
ITEM0005750,ORD003551,2,SKU0041,1,1192.86,0.0,119.15,1312.01,fulfilled
ITEM0005751,ORD003552,1,SKU0079,1,2135.72,0.0,158.35,2294.07,fulfilled
ITEM0005752,ORD003553,1,SKU0154,2,78.66,0.0,11.46,168.78,fulfilled
ITEM0005753,ORD003554,1,SKU0137,1,1856.42,185.64,160.51,1831.29,fulfilled
ITEM0005754,ORD003555,1,SKU0139,1,90.13,0.0,6.71,96.84,fulfilled
ITEM0005755,ORD003555,2,SKU0094,3,15.6,0.0,3.65,50.45,fulfilled
ITEM0005756,ORD003556,1,SKU0165,3,40.97,9.83,11.24,124.32,fulfilled
ITEM0005757,ORD003557,1,SKU0219,1,17.67,0.0,1.27,18.94,fulfilled
ITEM0005758,ORD003558,1,SKU0020,3,118.85,0.0,25.76,382.31,fulfilled
ITEM0005759,ORD003559,1,SKU0214,3,46.41,0.0,11.09,150.32,fulfilled
ITEM0005760,ORD003560,1,SKU0206,1,72.55,5.8,7.01,73.76,fulfilled
ITEM0005761,ORD003560,2,SKU0166,3,106.64,31.99,24.39,312.32,fulfilled
ITEM0005762,ORD003560,3,SKU0175,1,1414.28,70.71,138.51,1482.08,fulfilled
ITEM0005763,ORD003560,4,SKU0185,2,81.08,0.0,15.0,177.16,fulfilled
ITEM0005764,ORD003561,1,SKU0027,1,163.79,0.0,14.97,178.76,fulfilled
ITEM0005765,ORD003562,1,SKU0146,1,1199.03,119.9,79.75,1158.88,fulfilled
ITEM0005766,ORD003562,2,SKU0093,1,367.83,29.43,30.52,368.92,fulfilled
ITEM0005767,ORD003563,1,SKU0066,1,159.0,15.9,14.8,157.9,fulfilled
ITEM0005768,ORD003563,2,SKU0157,1,455.36,36.43,30.56,449.49,fulfilled
ITEM0005769,ORD003564,1,SKU0058,3,170.38,0.0,53.11,564.25,fulfilled
ITEM0005770,ORD003564,2,SKU0192,1,254.21,0.0,23.18,277.39,fulfilled
ITEM0005771,ORD003564,3,SKU0050,1,159.59,0.0,15.72,175.31,fulfilled
ITEM0005772,ORD003565,1,SKU0176,1,226.67,0.0,21.15,247.82,fulfilled
ITEM0005773,ORD003566,1,SKU0145,1,524.35,52.44,44.63,516.54,fulfilled
ITEM0005774,ORD003567,1,SKU0060,3,39.67,9.52,9.46,118.95,fulfilled
ITEM0005775,ORD003567,2,SKU0072,1,2016.03,100.8,148.0,2063.23,fulfilled
ITEM0005776,ORD003568,1,SKU0194,2,122.51,0.0,21.58,266.6,fulfilled
ITEM0005777,ORD003569,1,SKU0197,1,276.92,0.0,23.42,300.34,fulfilled
ITEM0005778,ORD003569,2,SKU0217,3,35.11,10.53,9.0,103.8,fulfilled
ITEM0005779,ORD003570,1,SKU0094,3,15.0,0.0,3.87,48.87,fulfilled
ITEM0005780,ORD003570,2,SKU0144,1,186.17,0.0,16.41,202.58,fulfilled
ITEM0005781,ORD003571,1,SKU0103,1,318.73,15.94,21.57,324.36,fulfilled
ITEM0005782,ORD003571,2,SKU0001,3,234.76,0.0,72.98,777.26,fulfilled
ITEM0005783,ORD003572,1,SKU0149,3,73.72,0.0,19.23,240.39,fulfilled
ITEM0005784,ORD003572,2,SKU0061,1,379.91,0.0,30.15,410.06,fulfilled
ITEM0005785,ORD003573,1,SKU0198,1,484.3,38.74,34.93,480.49,fulfilled
ITEM0005786,ORD003574,1,SKU0015,1,484.89,0.0,46.45,531.34,fulfilled
ITEM0005787,ORD003575,1,SKU0161,1,778.38,77.84,57.6,758.14,fulfilled
ITEM0005788,ORD003576,1,SKU0133,2,27.03,2.7,3.75,55.11,fulfilled
ITEM0005789,ORD003577,1,SKU0213,3,29.07,6.98,5.75,85.98,fulfilled
ITEM0005790,ORD003578,1,SKU0150,2,92.18,0.0,13.65,198.01,fulfilled
ITEM0005791,ORD003579,1,SKU0201,1,240.79,19.26,18.92,240.45,fulfilled
ITEM0005792,ORD003580,1,SKU0084,2,60.13,0.0,9.18,129.44,fulfilled
ITEM0005793,ORD003581,1,SKU0165,3,39.07,0.0,8.68,125.89,fulfilled
ITEM0005794,ORD003581,2,SKU0183,1,254.99,0.0,22.52,277.51,fulfilled
ITEM0005795,ORD003581,3,SKU0119,1,140.73,11.26,10.19,139.66,fulfilled
ITEM0005796,ORD003582,1,SKU0185,3,83.72,0.0,24.65,275.81,fulfilled
ITEM0005797,ORD003582,2,SKU0081,1,98.07,4.9,8.98,102.15,fulfilled
ITEM0005798,ORD003582,3,SKU0032,3,130.28,0.0,29.13,419.97,fulfilled
ITEM0005799,ORD003582,4,SKU0215,3,53.44,0.0,11.71,172.03,fulfilled
ITEM0005800,ORD003583,1,SKU0206,3,70.42,0.0,18.05,229.31,fulfilled
ITEM0005801,ORD003584,1,SKU0107,1,1416.74,0.0,121.44,1538.18,fulfilled
ITEM0005802,ORD003585,1,SKU0013,1,388.9,38.89,33.61,383.62,fulfilled
ITEM0005803,ORD003586,1,SKU0068,2,79.83,0.0,15.35,175.01,fulfilled
ITEM0005804,ORD003587,1,SKU0057,1,319.08,0.0,29.77,348.85,fulfilled
ITEM0005805,ORD003588,1,SKU0140,3,123.59,29.66,35.05,376.16,fulfilled
ITEM0005806,ORD003589,1,SKU0045,3,68.66,20.6,17.31,202.69,fulfilled
ITEM0005807,ORD003589,2,SKU0152,2,113.82,0.0,20.28,247.92,fulfilled
ITEM0005808,ORD003590,1,SKU0214,1,50.32,0.0,5.14,55.46,fulfilled
ITEM0005809,ORD003591,1,SKU0133,1,28.03,1.4,1.92,28.55,fulfilled
ITEM0005810,ORD003592,1,SKU0068,2,83.46,8.35,14.58,173.15,fulfilled
ITEM0005811,ORD003592,2,SKU0034,1,646.25,0.0,59.42,705.67,fulfilled
ITEM0005812,ORD003593,1,SKU0159,3,152.11,22.82,30.97,464.48,fulfilled
ITEM0005813,ORD003594,1,SKU0114,1,181.95,0.0,15.22,197.17,fulfilled
ITEM0005814,ORD003595,1,SKU0084,1,72.58,0.0,7.4,79.98,fulfilled
ITEM0005815,ORD003595,2,SKU0096,1,28.42,2.27,2.13,28.28,fulfilled
ITEM0005816,ORD003595,3,SKU0138,1,1247.84,0.0,105.47,1353.31,fulfilled
ITEM0005817,ORD003596,1,SKU0031,1,1670.34,167.03,116.55,1619.86,fulfilled
ITEM0005818,ORD003596,2,SKU0173,3,38.53,0.0,11.18,126.77,fulfilled
ITEM0005819,ORD003597,1,SKU0208,1,127.01,0.0,9.67,136.68,fulfilled
ITEM0005820,ORD003598,1,SKU0097,2,136.52,0.0,21.28,294.32,fulfilled
ITEM0005821,ORD003599,1,SKU0204,2,29.36,2.94,5.2,60.98,fulfilled
ITEM0005822,ORD003599,2,SKU0166,1,102.04,10.2,6.85,98.69,fulfilled
ITEM0005823,ORD003600,1,SKU0190,3,191.25,57.38,51.82,568.19,fulfilled
ITEM0005824,ORD003601,1,SKU0054,1,301.69,30.17,24.57,296.09,fulfilled
ITEM0005825,ORD003602,1,SKU0086,3,89.65,0.0,22.88,291.83,fulfilled
ITEM0005826,ORD003603,1,SKU0056,1,1761.72,88.09,162.31,1835.94,fulfilled
ITEM0005827,ORD003603,2,SKU0022,2,31.7,0.0,5.31,68.71,fulfilled
ITEM0005828,ORD003604,1,SKU0039,1,1179.89,0.0,88.46,1268.35,fulfilled
ITEM0005829,ORD003604,2,SKU0177,1,91.58,4.58,7.46,94.46,fulfilled
ITEM0005830,ORD003605,1,SKU0216,2,166.81,33.36,28.54,328.8,fulfilled
ITEM0005831,ORD003605,2,SKU0042,3,34.01,0.0,7.24,109.27,fulfilled
ITEM0005832,ORD003606,1,SKU0139,3,81.74,24.52,15.55,236.25,fulfilled
ITEM0005833,ORD003606,2,SKU0095,1,1532.82,0.0,137.92,1670.74,fulfilled
ITEM0005834,ORD003606,3,SKU0050,1,193.92,0.0,14.26,208.18,fulfilled
ITEM0005835,ORD003607,1,SKU0063,3,254.84,0.0,70.06,834.58,fulfilled
ITEM0005836,ORD003607,2,SKU0172,3,29.39,0.0,6.9,95.07,fulfilled
ITEM0005837,ORD003607,3,SKU0024,1,304.11,0.0,24.38,328.49,fulfilled
ITEM0005838,ORD003607,4,SKU0084,1,64.68,0.0,6.21,70.89,fulfilled
ITEM0005839,ORD003608,1,SKU0148,3,143.25,42.98,37.39,424.16,fulfilled
ITEM0005840,ORD003609,1,SKU0140,3,114.24,34.27,28.2,336.65,fulfilled
ITEM0005841,ORD003609,2,SKU0010,1,93.8,7.5,8.02,94.32,fulfilled
ITEM0005842,ORD003610,1,SKU0093,1,427.75,0.0,43.75,471.5,fulfilled
ITEM0005843,ORD003611,1,SKU0070,2,74.25,7.43,10.52,151.59,fulfilled
ITEM0005844,ORD003612,1,SKU0201,3,241.55,72.47,55.34,707.52,fulfilled
ITEM0005845,ORD003613,1,SKU0055,1,164.78,16.48,10.81,159.11,fulfilled
ITEM0005846,ORD003613,2,SKU0195,1,230.07,0.0,20.65,250.72,fulfilled
ITEM0005847,ORD003613,3,SKU0085,2,78.17,0.0,11.32,167.66,fulfilled
ITEM0005848,ORD003614,1,SKU0208,1,113.95,0.0,8.41,122.36,fulfilled
ITEM0005849,ORD003615,1,SKU0066,2,149.8,29.96,22.98,292.62,fulfilled
ITEM0005850,ORD003616,1,SKU0075,1,141.26,7.06,11.85,146.05,fulfilled
ITEM0005851,ORD003617,1,SKU0093,1,469.56,0.0,36.72,506.28,fulfilled
ITEM0005852,ORD003617,2,SKU0007,3,29.15,0.0,7.89,95.34,fulfilled
ITEM0005853,ORD003617,3,SKU0078,1,308.52,24.68,29.44,313.28,fulfilled
ITEM0005854,ORD003617,4,SKU0091,1,2240.62,0.0,219.26,2459.88,fulfilled
ITEM0005855,ORD003618,1,SKU0112,1,1612.01,0.0,117.72,1729.73,fulfilled
ITEM0005856,ORD003619,1,SKU0098,1,98.81,0.0,7.46,106.27,fulfilled
ITEM0005857,ORD003620,1,SKU0047,1,1781.47,142.52,171.88,1810.83,fulfilled
ITEM0005858,ORD003620,2,SKU0120,1,1323.9,132.39,112.73,1304.24,fulfilled
ITEM0005859,ORD003621,1,SKU0077,1,621.5,0.0,54.79,676.29,fulfilled
ITEM0005860,ORD003622,1,SKU0162,3,49.9,14.97,11.78,146.51,fulfilled
ITEM0005861,ORD003623,1,SKU0216,2,164.05,0.0,23.51,351.61,fulfilled
ITEM0005862,ORD003623,2,SKU0136,1,1046.37,0.0,74.9,1121.27,fulfilled
ITEM0005863,ORD003624,1,SKU0077,1,671.68,33.58,63.52,701.62,fulfilled
ITEM0005864,ORD003624,2,SKU0212,2,265.64,0.0,44.26,575.54,fulfilled
ITEM0005865,ORD003624,3,SKU0039,1,1221.9,61.1,107.34,1268.14,fulfilled
ITEM0005866,ORD003625,1,SKU0044,1,478.79,0.0,37.68,516.47,fulfilled
ITEM0005867,ORD003625,2,SKU0136,1,1127.19,56.36,101.39,1172.22,fulfilled
ITEM0005868,ORD003626,1,SKU0215,3,55.84,16.75,11.75,162.52,fulfilled
ITEM0005869,ORD003626,2,SKU0211,1,156.34,15.63,11.45,152.16,fulfilled
ITEM0005870,ORD003627,1,SKU0158,1,829.12,0.0,73.27,902.39,fulfilled
ITEM0005871,ORD003627,2,SKU0180,2,87.23,0.0,15.69,190.15,fulfilled
ITEM0005872,ORD003628,1,SKU0013,1,367.83,29.43,31.74,370.14,fulfilled
ITEM0005873,ORD003629,1,SKU0180,3,88.01,0.0,22.8,286.83,fulfilled
ITEM0005874,ORD003630,1,SKU0086,1,80.15,8.02,6.03,78.16,fulfilled
ITEM0005875,ORD003630,2,SKU0123,1,169.25,0.0,12.47,181.72,fulfilled
ITEM0005876,ORD003631,1,SKU0081,3,98.05,23.53,24.98,295.6,fulfilled
ITEM0005877,ORD003632,1,SKU0064,1,169.74,0.0,12.36,182.1,fulfilled
ITEM0005878,ORD003633,1,SKU0215,2,58.1,9.3,8.12,115.02,fulfilled
ITEM0005879,ORD003633,2,SKU0142,3,48.34,14.5,13.53,144.05,fulfilled
ITEM0005880,ORD003634,1,SKU0024,1,303.56,24.28,21.53,300.81,fulfilled
ITEM0005881,ORD003634,2,SKU0035,1,486.44,0.0,43.02,529.46,fulfilled
ITEM0005882,ORD003635,1,SKU0071,1,197.48,0.0,18.62,216.1,fulfilled
ITEM0005883,ORD003636,1,SKU0051,1,883.8,70.7,57.79,870.89,fulfilled
ITEM0005884,ORD003637,1,SKU0136,1,1142.29,57.11,108.84,1194.02,fulfilled
ITEM0005885,ORD003638,1,SKU0145,1,561.44,0.0,39.38,600.82,fulfilled
ITEM0005886,ORD003639,1,SKU0014,2,282.02,0.0,46.63,610.67,fulfilled
ITEM0005887,ORD003640,1,SKU0112,1,1359.15,135.92,125.95,1349.18,fulfilled
ITEM0005888,ORD003641,1,SKU0095,1,1778.33,0.0,142.13,1920.46,fulfilled
ITEM0005889,ORD003641,2,SKU0215,3,45.94,0.0,12.3,150.12,fulfilled
ITEM0005890,ORD003642,1,SKU0115,1,1605.23,0.0,147.11,1752.34,fulfilled
ITEM0005891,ORD003642,2,SKU0051,1,850.07,0.0,73.53,923.6,fulfilled
ITEM0005892,ORD003643,1,SKU0194,3,115.67,27.76,25.79,345.04,fulfilled
ITEM0005893,ORD003643,2,SKU0049,1,251.62,0.0,20.76,272.38,fulfilled
ITEM0005894,ORD003644,1,SKU0166,1,102.16,0.0,9.56,111.72,fulfilled
ITEM0005895,ORD003644,2,SKU0125,1,522.3,0.0,40.56,562.86,fulfilled
ITEM0005896,ORD003645,1,SKU0072,1,1907.74,0.0,155.2,2062.94,fulfilled
ITEM0005897,ORD003645,2,SKU0199,3,98.21,29.46,20.71,285.88,fulfilled
ITEM0005898,ORD003645,3,SKU0131,1,51.28,0.0,4.82,56.1,fulfilled
ITEM0005899,ORD003646,1,SKU0217,3,34.22,0.0,8.51,111.17,fulfilled
ITEM0005900,ORD003646,2,SKU0218,1,120.95,6.05,8.7,123.6,fulfilled
ITEM0005901,ORD003647,1,SKU0026,1,116.91,0.0,9.61,126.52,fulfilled
ITEM0005902,ORD003647,2,SKU0046,1,131.03,0.0,13.72,144.75,fulfilled
ITEM0005903,ORD003648,1,SKU0070,2,83.08,13.29,13.87,166.74,fulfilled
ITEM0005904,ORD003649,1,SKU0131,1,49.97,5.0,4.29,49.26,fulfilled
ITEM0005905,ORD003649,2,SKU0107,1,1585.53,0.0,125.52,1711.05,fulfilled
ITEM0005906,ORD003650,1,SKU0088,1,906.18,0.0,63.71,969.89,fulfilled
ITEM0005907,ORD003651,1,SKU0133,1,27.78,1.39,2.61,29.0,fulfilled
ITEM0005908,ORD003652,1,SKU0180,1,87.06,0.0,6.71,93.77,fulfilled
ITEM0005909,ORD003652,2,SKU0082,1,425.97,42.6,29.74,413.11,fulfilled
ITEM0005910,ORD003653,1,SKU0185,2,74.45,0.0,14.75,163.65,fulfilled
ITEM0005911,ORD003654,1,SKU0078,1,325.39,0.0,33.36,358.75,fulfilled
ITEM0005912,ORD003654,2,SKU0143,1,924.38,92.44,59.35,891.29,fulfilled
ITEM0005913,ORD003654,3,SKU0210,1,136.4,0.0,13.68,150.08,fulfilled
ITEM0005914,ORD003654,4,SKU0169,3,142.22,0.0,38.92,465.58,fulfilled
ITEM0005915,ORD003655,1,SKU0214,2,46.32,9.26,6.32,89.7,fulfilled
ITEM0005916,ORD003655,2,SKU0179,1,1255.04,0.0,107.35,1362.39,fulfilled
ITEM0005917,ORD003656,1,SKU0082,1,383.84,0.0,29.14,412.98,fulfilled
ITEM0005918,ORD003657,1,SKU0201,2,237.84,23.78,44.26,496.16,fulfilled
ITEM0005919,ORD003658,1,SKU0012,1,462.96,0.0,38.56,501.52,fulfilled
ITEM0005920,ORD003659,1,SKU0050,1,203.26,0.0,18.56,221.82,fulfilled
ITEM0005921,ORD003660,1,SKU0125,1,496.66,49.67,35.88,482.87,fulfilled
ITEM0005922,ORD003660,2,SKU0175,1,1616.77,0.0,127.44,1744.21,fulfilled
ITEM0005923,ORD003661,1,SKU0148,1,140.71,0.0,10.51,151.22,fulfilled
ITEM0005924,ORD003662,1,SKU0119,1,147.19,0.0,10.39,157.58,fulfilled
ITEM0005925,ORD003663,1,SKU0150,1,87.52,0.0,9.06,96.58,fulfilled
ITEM0005926,ORD003663,2,SKU0147,1,1832.08,146.57,143.0,1828.51,fulfilled
ITEM0005927,ORD003664,1,SKU0129,1,416.54,0.0,33.26,449.8,fulfilled
ITEM0005928,ORD003665,1,SKU0036,4,134.22,53.69,39.48,522.67,fulfilled
ITEM0005929,ORD003665,2,SKU0192,3,262.2,0.0,79.93,866.53,fulfilled
ITEM0005930,ORD003666,1,SKU0051,1,886.55,0.0,64.78,951.33,fulfilled
ITEM0005931,ORD003666,2,SKU0033,2,14.25,2.28,1.98,28.2,fulfilled
ITEM0005932,ORD003667,1,SKU0125,1,498.56,0.0,38.37,536.93,fulfilled
ITEM0005933,ORD003668,1,SKU0192,2,245.81,39.33,37.88,490.17,fulfilled
ITEM0005934,ORD003668,2,SKU0077,1,684.14,0.0,53.93,738.07,fulfilled
ITEM0005935,ORD003668,3,SKU0086,3,86.22,12.93,19.57,265.3,fulfilled
ITEM0005936,ORD003668,4,SKU0055,3,159.83,47.95,42.41,473.95,fulfilled
ITEM0005937,ORD003669,1,SKU0144,1,184.26,0.0,18.05,202.31,fulfilled
ITEM0005938,ORD003670,1,SKU0026,3,105.43,15.81,21.47,321.95,fulfilled
ITEM0005939,ORD003670,2,SKU0127,1,143.81,0.0,13.59,157.4,fulfilled
ITEM0005940,ORD003670,3,SKU0035,1,438.09,43.81,31.58,425.86,fulfilled
ITEM0005941,ORD003671,1,SKU0133,1,24.8,2.48,2.07,24.39,fulfilled
ITEM0005942,ORD003671,2,SKU0046,2,133.34,0.0,22.18,288.86,fulfilled
ITEM0005943,ORD003672,1,SKU0146,1,1094.19,0.0,108.8,1202.99,fulfilled
ITEM0005944,ORD003673,1,SKU0173,2,38.56,3.86,5.86,79.12,fulfilled
ITEM0005945,ORD003674,1,SKU0092,2,57.75,9.24,9.1,115.36,fulfilled
ITEM0005946,ORD003675,1,SKU0189,1,264.31,0.0,19.8,284.11,fulfilled
ITEM0005947,ORD003676,1,SKU0181,1,126.73,6.34,11.22,131.61,fulfilled
ITEM0005948,ORD003677,1,SKU0197,1,290.85,0.0,23.43,314.28,fulfilled
ITEM0005949,ORD003678,1,SKU0143,1,904.67,45.23,83.03,942.47,fulfilled
ITEM0005950,ORD003678,2,SKU0050,1,192.31,19.23,13.24,186.32,fulfilled
ITEM0005951,ORD003679,1,SKU0023,1,585.75,29.29,49.21,605.67,fulfilled
ITEM0005952,ORD003679,2,SKU0097,2,136.86,0.0,25.29,299.01,fulfilled
ITEM0005953,ORD003680,1,SKU0082,1,412.97,0.0,34.76,447.73,fulfilled
ITEM0005954,ORD003681,1,SKU0086,2,85.88,0.0,14.76,186.52,fulfilled
ITEM0005955,ORD003681,2,SKU0063,2,237.62,47.52,30.81,458.53,fulfilled
ITEM0005956,ORD003682,1,SKU0216,2,182.31,0.0,37.6,402.22,fulfilled
ITEM0005957,ORD003682,2,SKU0045,1,72.82,0.0,6.58,79.4,fulfilled
ITEM0005958,ORD003682,3,SKU0077,1,670.17,0.0,69.21,739.38,fulfilled
ITEM0005959,ORD003683,1,SKU0041,1,1273.19,0.0,93.5,1366.69,fulfilled
ITEM0005960,ORD003684,1,SKU0210,2,146.75,0.0,22.33,315.83,fulfilled
ITEM0005961,ORD003684,2,SKU0198,1,466.89,23.34,37.28,480.83,fulfilled
ITEM0005962,ORD003684,3,SKU0205,1,90.76,0.0,8.22,98.98,fulfilled
ITEM0005963,ORD003684,4,SKU0050,1,183.22,0.0,13.9,197.12,fulfilled
ITEM0005964,ORD003685,1,SKU0211,1,160.27,8.01,15.57,167.83,fulfilled
ITEM0005965,ORD003686,1,SKU0161,1,807.92,80.79,75.38,802.51,fulfilled
ITEM0005966,ORD003687,1,SKU0103,1,345.64,17.28,25.29,353.65,fulfilled
ITEM0005967,ORD003688,1,SKU0051,1,836.68,0.0,61.75,898.43,fulfilled
ITEM0005968,ORD003688,2,SKU0161,1,741.16,74.12,67.41,734.45,fulfilled
ITEM0005969,ORD003689,1,SKU0007,1,28.43,2.27,2.46,28.62,fulfilled
ITEM0005970,ORD003689,2,SKU0047,1,1939.8,96.99,176.13,2018.94,fulfilled
ITEM0005971,ORD003690,1,SKU0054,1,324.69,16.23,30.23,338.69,fulfilled
ITEM0005972,ORD003690,2,SKU0067,1,1570.2,0.0,136.97,1707.17,fulfilled
ITEM0005973,ORD003690,3,SKU0104,1,1532.48,0.0,155.27,1687.75,fulfilled
ITEM0005974,ORD003691,1,SKU0021,1,1383.35,0.0,138.93,1522.28,fulfilled
ITEM0005975,ORD003692,1,SKU0031,1,1534.19,0.0,109.97,1644.16,fulfilled
ITEM0005976,ORD003693,1,SKU0200,1,383.42,38.34,26.02,371.1,fulfilled
ITEM0005977,ORD003694,1,SKU0173,1,40.43,0.0,3.16,43.59,fulfilled
ITEM0005978,ORD003695,1,SKU0045,2,73.11,0.0,15.14,161.36,fulfilled
ITEM0005979,ORD003695,2,SKU0178,1,1106.02,0.0,92.19,1198.21,fulfilled
ITEM0005980,ORD003696,1,SKU0114,1,187.99,0.0,18.14,206.13,fulfilled
ITEM0005981,ORD003696,2,SKU0120,1,1371.47,0.0,127.3,1498.77,fulfilled
ITEM0005982,ORD003697,1,SKU0053,1,1567.06,0.0,138.45,1705.51,fulfilled
ITEM0005983,ORD003697,2,SKU0109,1,1120.07,0.0,104.24,1224.31,fulfilled
ITEM0005984,ORD003698,1,SKU0043,1,933.29,0.0,71.17,1004.46,fulfilled
ITEM0005985,ORD003699,1,SKU0109,1,1166.62,0.0,110.01,1276.63,fulfilled
ITEM0005986,ORD003699,2,SKU0105,1,328.9,32.89,24.7,320.71,fulfilled
ITEM0005987,ORD003699,3,SKU0102,1,577.42,0.0,46.03,623.45,fulfilled
ITEM0005988,ORD003700,1,SKU0193,2,267.99,53.6,44.06,526.44,fulfilled
ITEM0005989,ORD003701,1,SKU0126,2,32.9,3.29,6.55,69.06,fulfilled
ITEM0005990,ORD003701,2,SKU0164,2,33.93,0.0,6.51,74.37,fulfilled
ITEM0005991,ORD003702,1,SKU0095,1,1811.93,0.0,178.17,1990.1,fulfilled
ITEM0005992,ORD003703,1,SKU0117,1,329.53,0.0,32.96,362.49,fulfilled
ITEM0005993,ORD003703,2,SKU0216,2,160.31,32.06,20.37,308.93,fulfilled
ITEM0005994,ORD003704,1,SKU0063,1,228.73,22.87,16.64,222.5,fulfilled
ITEM0005995,ORD003705,1,SKU0011,1,115.16,0.0,8.77,123.93,fulfilled
ITEM0005996,ORD003706,1,SKU0028,1,100.94,5.05,9.83,105.72,fulfilled
ITEM0005997,ORD003706,2,SKU0199,3,87.73,26.32,17.08,253.95,fulfilled
ITEM0005998,ORD003707,1,SKU0207,1,1821.57,91.08,174.21,1904.7,fulfilled
ITEM0005999,ORD003707,2,SKU0191,1,2185.19,174.82,152.78,2163.15,fulfilled
ITEM0006000,ORD003708,1,SKU0077,1,673.92,0.0,66.78,740.7,fulfilled
ITEM0006001,ORD003709,1,SKU0115,1,1980.73,99.04,144.69,2026.38,fulfilled
ITEM0006002,ORD003709,2,SKU0038,3,107.41,32.22,28.08,318.09,fulfilled
ITEM0006003,ORD003710,1,SKU0066,1,180.02,0.0,15.79,195.81,fulfilled
ITEM0006004,ORD003710,2,SKU0172,3,33.48,10.04,7.51,97.91,fulfilled
ITEM0006005,ORD003711,1,SKU0031,1,1777.35,0.0,157.88,1935.23,fulfilled
ITEM0006006,ORD003711,2,SKU0121,2,121.35,24.27,22.84,241.27,fulfilled
ITEM0006007,ORD003711,3,SKU0013,1,366.47,0.0,28.34,394.81,fulfilled
ITEM0006008,ORD003711,4,SKU0042,3,30.99,0.0,6.59,99.56,fulfilled
ITEM0006009,ORD003712,1,SKU0148,3,128.34,30.8,28.33,382.55,fulfilled
ITEM0006010,ORD003712,2,SKU0083,2,135.42,27.08,23.76,267.52,fulfilled
ITEM0006011,ORD003713,1,SKU0016,1,1235.16,0.0,109.65,1344.81,fulfilled
ITEM0006012,ORD003714,1,SKU0156,2,121.71,24.34,21.17,240.25,fulfilled
ITEM0006013,ORD003714,2,SKU0107,1,1651.2,82.56,150.63,1719.27,fulfilled
ITEM0006014,ORD003715,1,SKU0172,3,34.04,10.21,8.54,100.45,fulfilled
ITEM0006015,ORD003715,2,SKU0100,1,1782.99,89.15,119.83,1813.67,fulfilled
ITEM0006016,ORD003715,3,SKU0141,1,375.61,0.0,31.37,406.98,fulfilled
ITEM0006017,ORD003716,1,SKU0195,1,201.11,20.11,17.14,198.14,fulfilled
ITEM0006018,ORD003717,1,SKU0138,1,1311.14,0.0,107.29,1418.43,fulfilled
ITEM0006019,ORD003718,1,SKU0153,1,2128.58,0.0,215.95,2344.53,fulfilled
ITEM0006020,ORD003718,2,SKU0129,1,432.65,0.0,30.34,462.99,fulfilled
ITEM0006021,ORD003719,1,SKU0197,1,263.95,0.0,27.56,291.51,fulfilled
ITEM0006022,ORD003720,1,SKU0113,1,692.27,0.0,54.06,746.33,fulfilled
ITEM0006023,ORD003721,1,SKU0064,1,175.59,0.0,16.93,192.52,fulfilled
ITEM0006024,ORD003722,1,SKU0063,3,237.97,0.0,63.11,777.02,fulfilled
ITEM0006025,ORD003723,1,SKU0032,3,137.65,20.65,38.38,430.68,fulfilled
ITEM0006026,ORD003723,2,SKU0079,1,2276.64,227.66,152.59,2201.57,fulfilled
ITEM0006027,ORD003723,3,SKU0200,1,364.19,18.21,30.95,376.93,fulfilled
ITEM0006028,ORD003724,1,SKU0102,1,570.42,28.52,47.99,589.89,fulfilled
ITEM0006029,ORD003724,2,SKU0097,2,145.96,0.0,29.15,321.07,fulfilled
ITEM0006030,ORD003725,1,SKU0215,2,56.68,0.0,9.97,123.33,fulfilled
ITEM0006031,ORD003725,2,SKU0132,1,1513.36,151.34,121.9,1483.92,fulfilled
ITEM0006032,ORD003726,1,SKU0023,1,671.33,67.13,49.19,653.39,fulfilled
ITEM0006033,ORD003727,1,SKU0145,1,565.95,0.0,49.67,615.62,fulfilled
ITEM0006034,ORD003728,1,SKU0120,1,1389.69,0.0,143.58,1533.27,fulfilled
ITEM0006035,ORD003728,2,SKU0045,2,66.38,0.0,11.94,144.7,fulfilled
ITEM0006036,ORD003729,1,SKU0107,1,1575.76,0.0,120.93,1696.69,fulfilled
